Date,Open,High,Low,Close,Adj Close,Volume
2020-10-14,7.150000,7.360000,7.090000,7.160000,7.160000,41506500
2020-10-15,7.070000,7.190000,6.860000,7.000000,7.000000,40630200
2020-10-16,7.000000,7.040000,6.750000,6.790000,6.790000,26291100
2020-10-19,6.830000,7.220000,6.690000,7.090000,7.090000,64886700
2020-10-20,7.160000,7.240000,7.010000,7.100000,7.100000,35598400
2020-10-21,7.370000,7.430000,6.810000,6.830000,6.830000,63080800
2020-10-22,6.870000,7.080000,6.750000,6.920000,6.920000,42521000
2020-10-23,6.940000,6.940000,6.810000,6.850000,6.850000,20350900
2020-10-26,6.950000,7.150000,6.880000,6.950000,6.950000,43025900
2020-10-27,7.010000,7.040000,6.710000,6.730000,6.730000,30239800
2020-10-28,6.490000,6.530000,6.050000,6.090000,6.090000,61213300
2020-10-29,6.080000,6.150000,5.850000,6.110000,6.110000,59143100
2020-10-30,6.060000,6.230000,5.950000,6.140000,6.140000,46381100
2020-11-03,6.360000,6.840000,6.280000,6.400000,6.400000,71894500
2020-11-04,6.320000,6.470000,5.990000,6.230000,6.230000,68879600
2020-11-05,6.320000,6.410000,6.140000,6.240000,6.240000,38354500
2020-11-06,6.140000,6.680000,6.120000,6.550000,6.550000,76927400
2020-11-09,6.850000,7.020000,6.620000,6.650000,6.650000,49048700
2020-11-10,6.650000,6.840000,6.520000,6.540000,6.540000,32502600
2020-11-11,6.510000,6.590000,6.370000,6.410000,6.410000,28252400
2020-11-12,6.370000,6.440000,6.130000,6.230000,6.230000,26666000
2020-11-13,6.260000,6.850000,6.240000,6.710000,6.710000,65104500
2020-11-16,6.850000,6.880000,6.560000,6.640000,6.640000,35328500
2020-11-17,6.630000,6.880000,6.610000,6.840000,6.840000,35903200
2020-11-18,6.880000,6.980000,6.740000,6.760000,6.760000,35101500
2020-11-19,6.800000,6.830000,6.630000,6.680000,6.680000,25475700
2020-11-23,7.060000,7.380000,7.020000,7.170000,7.170000,70456400
2020-11-24,7.250000,7.270000,7.000000,7.060000,7.060000,40688400
2020-11-25,7.030000,7.110000,6.910000,6.950000,6.950000,31196800
2020-11-26,6.940000,7.140000,6.860000,7.070000,7.070000,33053100
2020-11-27,7.110000,7.130000,6.720000,6.820000,6.820000,62314700
2020-11-30,6.800000,6.910000,6.610000,6.630000,6.630000,156905700
2020-12-01,6.770000,6.830000,6.620000,6.680000,6.680000,30082400
2020-12-02,6.720000,7.030000,6.710000,6.760000,6.760000,44991500
2020-12-03,6.820000,7.010000,6.750000,6.910000,6.910000,40064800
2020-12-04,7.010000,7.060000,6.780000,6.890000,6.890000,34007700
2020-12-07,6.890000,7.780000,6.850000,7.360000,7.360000,139064500
2020-12-08,7.430000,7.630000,7.120000,7.530000,7.530000,91900200
2020-12-09,7.700000,7.720000,7.190000,7.260000,7.260000,60786600
2020-12-10,7.310000,7.470000,7.010000,7.380000,7.380000,52784100
2020-12-11,7.330000,7.340000,7.140000,7.280000,7.280000,35262400
2020-12-14,7.360000,7.580000,7.230000,7.350000,7.350000,44734900
2020-12-15,7.350000,7.410000,7.230000,7.250000,7.250000,31416400
2020-12-16,7.270000,7.530000,7.160000,7.470000,7.470000,58809600
2020-12-17,7.490000,7.660000,7.290000,7.340000,7.340000,45803000
2020-12-18,7.340000,7.440000,7.280000,7.390000,7.390000,26211600
2020-12-21,7.170000,7.280000,7.030000,7.150000,7.150000,46027600
2020-12-22,7.200000,7.290000,7.090000,7.190000,7.190000,27814400
2020-12-23,7.250000,7.590000,7.190000,7.240000,7.240000,72652900
2020-12-28,7.480000,8.190000,7.380000,8.110000,8.110000,168623400
2020-12-29,8.210000,8.520000,7.830000,8.210000,8.210000,152705900
2020-12-30,8.210000,8.460000,8.060000,8.180000,8.180000,97979200
